Point1 ;112.53;37.87
Point2 ;123.38;41.8
Point3 ;114.1;22.2
Point4 ;91.11;29.97
Point5 ;104.06;30.67
Point6 ;101.74;36.56
Point7 ;125.35;43.88
Point8 ;121.48;31.22
Point9 ;108.33;22.84
Point10 ;121.5;25.05
